month,day_of_week,is_weekend,channel_Facebook,channel_Google Ads,channel_Instagram,channel_LinkedIn,channel_Twitter,channel_Website,campaign_Best Sellers,campaign_Exclusive Offers,campaign_Flash Sale,campaign_Limited Edition,campaign_Must-Haves,campaign_New Arrivals,campaign_Trending Now,cost_scaled,revenue
11,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,1.896679607291738,231643.52309550205
11,2,0,True,False,False,False,False,False,True,False,False,False,False,False,False,0.6483812636851569,141186.38175489494
11,2,0,True,False,False,False,False,False,False,True,False,False,False,False,False,0.2791006115256051,186270.15908279084
11,2,0,True,False,False,False,False,False,False,False,True,False,False,False,False,0.6879010159733581,235956.6429268152
11,2,0,True,False,False,False,False,False,False,False,False,True,False,False,False,-0.3050565034797701,46211.636238485575
11,2,0,True,False,False,False,False,False,False,False,False,False,True,False,False,0.21747556136673046,82654.80859679698
11,2,0,True,False,False,False,False,False,False,False,False,False,False,True,False,-0.10813684648175352,119588.79508321524
11,2,0,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.31146301806597715,48185.38828359039
11,3,0,True,False,False,False,False,False,True,False,False,False,False,False,False,0.3205705670779027,162429.98266558477
11,3,0,True,False,False,False,False,False,False,True,False,False,False,False,False,-0.054320526080087854,154141.83388501257
11,3,0,True,False,False,False,False,False,False,False,True,False,False,False,False,-0.23768140350883032,41110.86029169223
11,3,0,True,False,False,False,False,False,False,False,False,True,False,False,False,-0.2005226714781364,95654.58642627716
11,3,0,True,False,False,False,False,False,False,False,False,False,True,False,False,-0.043108258696783607,70316.0007565996
11,3,0,True,False,False,False,False,False,False,False,False,False,False,True,False,-0.09650759744806828,170941.49886974934
11,3,0,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.2522781347864568,71222.16998464454
11,4,0,True,False,False,False,False,False,True,False,False,False,False,False,False,0.8060990542364798,187607.75971758828
11,4,0,True,False,False,False,False,False,False,True,False,False,False,False,False,0.5965923856603462,51852.80057202175
11,4,0,True,False,False,False,False,False,False,False,True,False,False,False,False,0.671453004776813,159166.68515364084
11,4,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0.5848498504072207,101975.23388685205
11,4,0,True,False,False,False,False,False,False,False,False,False,True,False,False,1.3108716092083332,174451.5393900464
11,4,0,True,False,False,False,False,False,False,False,False,False,False,True,False,0.6772361264959389,133847.76327040742
11,4,0,True,False,False,False,False,False,False,False,False,False,False,False,True,0.5186994209644981,159125.60909706162
11,5,1,True,False,False,False,False,False,True,False,False,False,False,False,False,0.6293989869870696,196390.5056399959
11,5,1,True,False,False,False,False,False,False,True,False,False,False,False,False,0.03980079754786759,94488.5143020059
11,5,1,True,False,False,False,False,False,False,False,True,False,False,False,False,-0.08921049612920581,118045.9799052496
11,5,1,True,False,False,False,False,False,False,False,False,True,False,False,False,-0.24207538850943386,51762.27505436888
11,5,1,True,False,False,False,False,False,False,False,False,False,True,False,False,0.2778158682014709,133985.17870660083
11,5,1,True,False,False,False,False,False,False,False,False,False,False,True,False,-0.5513895619881584,97428.64533103764
11,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.8140368142950405,98131.87565108524
11,6,1,True,False,False,False,False,False,True,False,False,False,False,False,False,0.6146449739506396,142279.87279083574
11,6,1,True,False,False,False,False,False,False,True,False,False,False,False,False,0.18517572643683797,61573.34654018174
11,6,1,True,False,False,False,False,False,False,False,True,False,False,False,False,0.4560317574279728,48612.89816747911
11,6,1,True,False,False,False,False,False,False,False,False,True,False,False,False,0.7232518976219717,136517.85144335378
11,6,1,True,False,False,False,False,False,False,False,False,False,True,False,False,-0.13385983576106977,46599.48762084598
11,6,1,True,False,False,False,False,False,False,False,False,False,False,True,False,0.3210172324165104,125116.50272100084
11,6,1,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.16548263943126962,93768.87488114192
11,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,0.338572123955255,120619.14769409702
11,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,-0.40673945588974364,91263.80399055847
11,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,0.10391232877973126,122104.37275023898
11,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,-0.7364056174250182,98646.24691065376
11,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,-0.4272302840276122,114609.8104319751
11,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,-0.4977233090097576,41672.31039013905
11,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.5448456130141149,57066.23631122082
11,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,-0.391062510550296,116870.26810998024
11,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,-0.22721238983735037,106303.83664360653
11,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,0.4689658572120109,69815.32763005722
11,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0.3528668683251402,57849.83912053573
11,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,0.024006883144745278,77731.99059491586
11,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,0.5354660952039813,66048.4215763569
11,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.7840473474885296,28527.881605669914
11,2,0,True,False,False,False,False,False,True,False,False,False,False,False,False,0.08987024459706064,69452.52640063218
11,2,0,True,False,False,False,False,False,False,True,False,False,False,False,False,0.8679940488780108,112078.61687533568
11,2,0,True,False,False,False,False,False,False,False,True,False,False,False,False,0.28204886751430236,86389.40055185618
11,2,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0.020519993950935355,103230.49652244686
11,2,0,True,False,False,False,False,False,False,False,False,False,True,False,False,0.4573527670517775,76800.71577480025
11,2,0,True,False,False,False,False,False,False,False,False,False,False,True,False,-0.022746629529435153,72632.81312992782
11,2,0,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.2801791734903544,108752.25416654706
11,3,0,True,False,False,False,False,False,True,False,False,False,False,False,False,0.4494935909993579,266635.8105611577
11,3,0,True,False,False,False,False,False,False,True,False,False,False,False,False,0.6722865267354526,103850.71212977332
11,3,0,True,False,False,False,False,False,False,False,True,False,False,False,False,0.719429336651863,129164.97693339689
11,3,0,True,False,False,False,False,False,False,False,False,True,False,False,False,-0.09912273935721193,146434.09419964248
11,3,0,True,False,False,False,False,False,False,False,False,False,True,False,False,0.31896719332349266,163025.88436323855
11,3,0,True,False,False,False,False,False,False,False,False,False,False,True,False,0.09843346611647548,97873.23398901935
11,3,0,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.41686806131334186,94207.78459659433
11,4,0,True,False,False,False,False,False,True,False,False,False,False,False,False,-0.010910145743257988,58073.95288208553
11,4,0,True,False,False,False,False,False,False,True,False,False,False,False,False,-0.5992181846841312,122351.72308677436
11,4,0,True,False,False,False,False,False,False,False,True,False,False,False,False,0.37620222554351995,222492.65682037425
11,4,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0.3592943817209448,145756.0828072057
11,4,0,True,False,False,False,False,False,False,False,False,False,True,False,False,0.13997613175821433,230277.17287581263
11,4,0,True,False,False,False,False,False,False,False,False,False,False,True,False,0.5912518323823905,107194.47234363032
11,4,0,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.6904717563064828,106540.19690090496
11,5,1,True,False,False,False,False,False,True,False,False,False,False,False,False,0.37036526305442086,74756.28601905266
11,5,1,True,False,False,False,False,False,False,True,False,False,False,False,False,0.019837264758198882,129529.30466822616
11,5,1,True,False,False,False,False,False,False,False,True,False,False,False,False,1.2967960681556132,161101.80043257002
11,5,1,True,False,False,False,False,False,False,False,False,True,False,False,False,0.5392220289944358,97349.04994324432
11,5,1,True,False,False,False,False,False,False,False,False,False,True,False,False,0.1975146655662812,101779.00141985968
11,5,1,True,False,False,False,False,False,False,False,False,False,False,True,False,0.37010308200707803,91417.2514479851
11,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.4257466967774036,76304.28057792882
11,6,1,True,False,False,False,False,False,True,False,False,False,False,False,False,-0.020577063619762522,78998.27188424599
11,6,1,True,False,False,False,False,False,False,True,False,False,False,False,False,-0.23018506185753598,76472.68357010074
11,6,1,True,False,False,False,False,False,False,False,True,False,False,False,False,0.2049352280409349,140251.7739792019
11,6,1,True,False,False,False,False,False,False,False,False,True,False,False,False,0.11843106201468753,164110.9489636568
11,6,1,True,False,False,False,False,False,False,False,False,False,True,False,False,-0.1090993017033333,126813.98751128333
11,6,1,True,False,False,False,False,False,False,False,False,False,False,True,False,0.2810441775898027,108293.573343305
11,6,1,True,False,False,False,False,False,False,False,False,False,False,False,True,0.3183853732249885,165193.10026362716
11,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,0.4203438395581001,195602.267281562
11,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,-0.5494086465294207,75601.71783860304
11,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,-0.18134941867211182,119345.04945446724
11,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,-0.6576610338229558,143250.3203588013
11,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,-0.7222832014886746,106090.28570944104
11,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,-0.16083707861584517,206175.4738450497
11,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.5979640647156695,186850.7578797339
11,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,0.8346256404272309,200438.4482978549
11,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,0.0361752433379988,83170.92589667464
11,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,1.1122178109350667,176760.71101187437
11,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,-0.7489480799899203,61338.8952143944
11,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,0.8981858362986448,81112.1871491297
11,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,0.45661634765814607,90349.94577343445
11,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.8107583073442789,44181.65987132415
11,2,0,True,False,False,False,False,False,True,False,False,False,False,False,False,0.6760738346715719,100627.09063886924
11,2,0,True,False,False,False,False,False,False,True,False,False,False,False,False,0.8298349382456828,209110.67249780623
11,2,0,True,False,False,False,False,False,False,False,True,False,False,False,False,1.0624688498072528,119322.74760151427
11,2,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0.4660871535435877,53242.30729702237
11,2,0,True,False,False,False,False,False,False,False,False,False,True,False,False,1.4122442909176571,115607.35800960838
11,2,0,True,False,False,False,False,False,False,False,False,False,False,True,False,0.47864163076484983,117256.70988431662
11,2,0,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.48537647926628913,92374.68363773936
11,3,0,True,False,False,False,False,False,True,False,False,False,False,False,False,1.0457407859201018,105872.48197525392
11,3,0,True,False,False,False,False,False,False,True,False,False,False,False,False,0.38645397678582893,62608.57200059685
11,3,0,True,False,False,False,False,False,False,False,True,False,False,False,False,1.3592785953033197,69072.65516367505
11,3,0,True,False,False,False,False,False,False,False,False,True,False,False,False,1.4097882207013603,148532.8697166372
11,3,0,True,False,False,False,False,False,False,False,False,False,True,False,False,0.8887367966326473,60286.3665640283
11,3,0,True,False,False,False,False,False,False,False,False,False,False,True,False,-0.3073787732177556,41355.63306284489
11,3,0,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.4803767257584002,21224.159138992625
11,4,0,True,False,False,False,False,False,True,False,False,False,False,False,False,1.0130971722301998,146546.92554701402
11,4,0,True,False,False,False,False,False,False,True,False,False,False,False,False,0.8340813460887491,214880.4705933521
11,4,0,True,False,False,False,False,False,False,False,True,False,False,False,False,1.358269977683143,311194.32766592945
11,4,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0.7441773184630417,287317.79173927073
11,4,0,True,False,False,False,False,False,False,False,False,False,True,False,False,0.10219886116772628,154881.05794117184
11,4,0,True,False,False,False,False,False,False,False,False,False,False,True,False,0.33081819266114193,58507.59438871775
11,4,0,True,False,False,False,False,False,False,False,False,False,False,False,True,0.20646035006963073,178362.5044439124
11,5,1,True,False,False,False,False,False,True,False,False,False,False,False,False,0.6715099551606305,106516.97927854284
11,5,1,True,False,False,False,False,False,False,True,False,False,False,False,False,0.4137344562413452,134444.9353214112
11,5,1,True,False,False,False,False,False,False,False,True,False,False,False,False,0.5650616903084414,52307.882279196994
11,5,1,True,False,False,False,False,False,False,False,False,True,False,False,False,0.6270705818160154,94573.8248601046
11,5,1,True,False,False,False,False,False,False,False,False,False,True,False,False,0.86141976606004,103304.49836951729
11,5,1,True,False,False,False,False,False,False,False,False,False,False,True,False,0.6469158679374677,130059.13950123858
11,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,0.09277764915645857,84949.42306312545
11,6,1,True,False,False,False,False,False,True,False,False,False,False,False,False,-0.1250917828276169,64045.76685030732
11,6,1,True,False,False,False,False,False,False,True,False,False,False,False,False,-0.5440117960882846,81867.13051018667
11,6,1,True,False,False,False,False,False,False,False,True,False,False,False,False,-0.1719963893829562,63224.06338480733
11,6,1,True,False,False,False,False,False,False,False,False,True,False,False,False,-0.20538044984050458,115278.93651110948
11,6,1,True,False,False,False,False,False,False,False,False,False,True,False,False,-0.1771962169220147,67611.88913972463
11,6,1,True,False,False,False,False,False,False,False,False,False,False,True,False,-0.02582078878864546,205836.97966745385
11,6,1,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.6799591803927332,45133.19927554997
11,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,0.6790621486739322,249941.16554233083
11,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,-0.20298779294078328,102722.60094603036
11,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,-0.2509403601668028,88907.79631514581
11,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0.5763746947520322,71246.76955131223
11,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,0.6491850103328436,188906.7325376212
11,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,-0.21242312818782588,102978.9391560779
11,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.3565489122851429,115681.82199455876
11,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,1.818807302982727,199875.229669626
11,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,1.0997414624676463,219104.1121536109
11,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,1.2296776590200957,150857.0744921169
11,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0.6864168843021333,112875.8646439388
11,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,0.8875098579254718,196940.8543415791
11,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,1.1707814689580618,81838.76005745507
11,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.27667174479155004,93710.96830364333
11,2,0,True,False,False,False,False,False,True,False,False,False,False,False,False,1.5039367079550743,193439.2668358553
11,2,0,True,False,False,False,False,False,False,True,False,False,False,False,False,0.8622181901960202,62486.46803973613
11,2,0,True,False,False,False,False,False,False,False,True,False,False,False,False,2.5324464266049755,285260.1361583624
11,2,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0.6340183623231396,86312.79821393431
11,2,0,True,False,False,False,False,False,False,False,False,False,True,False,False,0.05906167194136451,35863.593755835915
11,2,0,True,False,False,False,False,False,False,False,False,False,False,True,False,1.5770243843420177,141112.80527475482
11,2,0,True,False,False,False,False,False,False,False,False,False,False,False,True,0.5550940387419273,123402.03809338584
11,3,0,True,False,False,False,False,False,True,False,False,False,False,False,False,0.7902306215832727,260489.7632407699
11,3,0,True,False,False,False,False,False,False,True,False,False,False,False,False,-0.09942544122630122,59162.75624044668
11,3,0,True,False,False,False,False,False,False,False,True,False,False,False,False,1.0402295935649315,144486.55494601672
11,3,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0.11608521294104311,59858.82146841132
11,3,0,True,False,False,False,False,False,False,False,False,False,True,False,False,0.8961768607959167,274902.3516738159
11,3,0,True,False,False,False,False,False,False,False,False,False,False,True,False,0.2100459623122695,163386.82445362696
11,3,0,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.6507596651214016,62449.68039157013
12,4,0,True,False,False,False,False,False,True,False,False,False,False,False,False,1.7089385390964493,205536.9212822779
12,4,0,True,False,False,False,False,False,False,True,False,False,False,False,False,0.1375278613384314,129545.26088126448
12,4,0,True,False,False,False,False,False,False,False,True,False,False,False,False,1.2787930752266512,159431.8798560729
12,4,0,True,False,False,False,False,False,False,False,False,True,False,False,False,1.2075630138060838,66115.52898537529
12,4,0,True,False,False,False,False,False,False,False,False,False,True,False,False,1.571262315350122,75157.48656044119
12,4,0,True,False,False,False,False,False,False,False,False,False,False,True,False,0.5650500537828648,126071.55441181472
12,4,0,True,False,False,False,False,False,False,False,False,False,False,False,True,0.03893389411854642,86518.38617398008
12,5,1,True,False,False,False,False,False,True,False,False,False,False,False,False,0.9480787256104876,145172.8155412238
12,5,1,True,False,False,False,False,False,False,True,False,False,False,False,False,-0.10929893814909898,61539.44984488672
12,5,1,True,False,False,False,False,False,False,False,True,False,False,False,False,1.1823143946800352,105655.844100131
12,5,1,True,False,False,False,False,False,False,False,False,True,False,False,False,-0.07156900450222886,70665.76977546167
12,5,1,True,False,False,False,False,False,False,False,False,False,True,False,False,0.006213713655907473,30395.737905130845
12,5,1,True,False,False,False,False,False,False,False,False,False,False,True,False,0.22604190957090703,101287.48169504364
12,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,0.29498151365500663,79586.33715528896
12,6,1,True,False,False,False,False,False,True,False,False,False,False,False,False,0.49745222211541545,199950.8521740581
12,6,1,True,False,False,False,False,False,False,True,False,False,False,False,False,-0.2811378155415849,140499.04065872123
12,6,1,True,False,False,False,False,False,False,False,True,False,False,False,False,0.46359977659947715,221285.5973151363
12,6,1,True,False,False,False,False,False,False,False,False,True,False,False,False,-0.04715400856145481,82229.31531037237
12,6,1,True,False,False,False,False,False,False,False,False,False,True,False,False,-0.2965823076653985,143096.72940779626
12,6,1,True,False,False,False,False,False,False,False,False,False,False,True,False,0.2424863937088703,211446.38542470624
12,6,1,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.5525317046822551,55431.33556671719
12,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,1.5696604352960077,70849.2127179177
12,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,1.3220209977232147,64318.83038240608
12,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,0.5171818320741489,65767.95114027298
12,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,1.1617502453875128,66974.76924070437
12,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,0.4272194898637999,49658.049760612106
12,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,0.7636153475552633,30157.430319849747
12,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,1.5218560367257388,78583.09602230726
12,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,1.2773958592762962,150184.30283258608
12,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,0.16069036312256774,66305.94812649727
12,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,1.474729271355268,136230.30485945332
12,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0.4859380106021743,130245.23441939749
12,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,0.5431757047877741,81759.23670829016
12,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,0.4500062614811453,87283.10440446212
12,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,0.2840810964066857,103400.22331611346
12,2,0,True,False,False,False,False,False,True,False,False,False,False,False,False,1.208090663218924,212211.8611909593
12,2,0,True,False,False,False,False,False,False,True,False,False,False,False,False,0.22261250339576635,59460.76151167209
12,2,0,True,False,False,False,False,False,False,False,True,False,False,False,False,0.8072458583269957,176833.15376774105
12,2,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0.06271966400891758,64416.65598018892
12,2,0,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0885940757501478,169537.4689089435
12,2,0,True,False,False,False,False,False,False,False,False,False,False,True,False,0.4261635229714551,136875.97046942287
12,2,0,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.23440300035551626,65936.2211449046
12,3,0,True,False,False,False,False,False,True,False,False,False,False,False,False,0.5643245810103682,164635.38975304997
12,3,0,True,False,False,False,False,False,False,True,False,False,False,False,False,-0.4421351887366851,79877.46588630349
12,3,0,True,False,False,False,False,False,False,False,True,False,False,False,False,0.3182197631757205,109852.62145894847
12,3,0,True,False,False,False,False,False,False,False,False,True,False,False,False,-0.16404781987820038,45013.65708998617
12,3,0,True,False,False,False,False,False,False,False,False,False,True,False,False,0.04242126528558586,125102.8380239493
12,3,0,True,False,False,False,False,False,False,False,False,False,False,True,False,-0.49536135514898083,43543.07449969992
12,3,0,True,False,False,False,False,False,False,False,False,False,False,False,True,0.16553242672737983,57554.236811824296
12,4,0,True,False,False,False,False,False,True,False,False,False,False,False,False,0.02408690590744611,106860.52994591914
12,4,0,True,False,False,False,False,False,False,True,False,False,False,False,False,0.01375543647603885,119123.631126386
12,4,0,True,False,False,False,False,False,False,False,True,False,False,False,False,0.08334885069008593,124861.51751736036
12,4,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0.12864157986638522,113269.06384053196
12,4,0,True,False,False,False,False,False,False,False,False,False,True,False,False,-0.22791329937315571,58339.928196795976
12,4,0,True,False,False,False,False,False,False,False,False,False,False,True,False,0.3328847319679725,73984.47758249138
12,4,0,True,False,False,False,False,False,False,False,False,False,False,False,True,0.2623031429044032,128554.09872827811
12,5,1,True,False,False,False,False,False,True,False,False,False,False,False,False,0.5953572841151086,120130.79137613474
12,5,1,True,False,False,False,False,False,False,True,False,False,False,False,False,0.21067456493275674,113088.4997691735
12,5,1,True,False,False,False,False,False,False,False,True,False,False,False,False,0.6410439597399793,184893.37890569968
12,5,1,True,False,False,False,False,False,False,False,False,True,False,False,False,0.41453473950451225,216669.43111472155
12,5,1,True,False,False,False,False,False,False,False,False,False,True,False,False,0.9373113978339334,230016.33828374773
12,5,1,True,False,False,False,False,False,False,False,False,False,False,True,False,-0.2001359002359715,80272.8990889779
12,5,1,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.5922404885433005,107987.84157094295
12,6,1,True,False,False,False,False,False,True,False,False,False,False,False,False,1.9989266631024125,173853.35620844673
12,6,1,True,False,False,False,False,False,False,True,False,False,False,False,False,0.5949039824430894,125115.38323770998
12,6,1,True,False,False,False,False,False,False,False,True,False,False,False,False,0.5777686071993171,68396.75372244515
12,6,1,True,False,False,False,False,False,False,False,False,True,False,False,False,0.2571175790834789,54726.73929516525
12,6,1,True,False,False,False,False,False,False,False,False,False,True,False,False,0.6780242715341722,218834.1744168908
